date,datatype,station,attributes,value
2018-03-25T00:00:00,PRCP,GHCND:US1CTFR0039,",,N,0800",0.0
2018-03-26T00:00:00,PRCP,GHCND:US1CTFR0039,",,N,0800",0.0
2018-03-27T00:00:00,PRCP,GHCND:US1CTFR0039,",,N,0800",0.0
2018-03-28T00:00:00,PRCP,GHCND:US1CTFR0039,"T,,N,0830",0.0
2018-03-29T00:00:00,PRCP,GHCND:US1CTFR0039,",,N,0800",0.0
2018-03-30T00:00:00,PRCP,GHCND:US1CTFR0039,",,N,0825",0.02
2018-03-31T00:00:00,PRCP,GHCND:US1CTFR0039,",,N,0800",0.04
2018-04-01T00:00:00,PRCP,GHCND:US1CTFR0039,"T,,N,0800",0.0
2018-04-02T00:00:00,PRCP,GHCND:US1CTFR0039,",,N,0855",0.61
2018-04-03T00:00:00,PRCP,GHCND:US1CTFR0039,",,N,0800",0.0
2018-04-04T00:00:00,PRCP,GHCND:US1CTFR0039,",,N,0750",0.39
2018-04-05T00:00:00,PRCP,GHCND:US1CTFR0039,",,N,0800",0.09
2018-04-06T00:00:00,PRCP,GHCND:US1CTFR0039,",,N,0800",0.0
2018-04-07T00:00:00,PRCP,GHCND:US1CTFR0039,",,N,0800",0.07
2018-04-08T00:00:00,PRCP,GHCND:US1CTFR0039,",,N,0800",0.0
2018-04-09T00:00:00,PRCP,GHCND:US1CTFR0039,",,N,0800",0.0
2018-04-10T00:00:00,PRCP,GHCND:US1CTFR0039,",,N,0855",0.05
2018-04-12T00:00:00,PRCP,GHCND:US1CTFR0039,",,N,0800",0.0
2018-04-13T00:00:00,PRCP,GHCND:US1CTFR0039,",,N,0800",0.0
2018-04-14T00:00:00,PRCP,GHCND:US1CTFR0039,",,N,0800",0.0
2018-04-15T00:00:00,PRCP,GHCND:US1CTFR0039,",,N,0749",0.0
2018-04-16T00:00:00,PRCP,GHCND:US1CTFR0039,",,N,0800",0.76
2018-04-17T00:00:00,PRCP,GHCND:US1CTFR0039,",,N,0800",1.92
2018-04-18T00:00:00,PRCP,GHCND:US1CTFR0039,",,N,0800",0.02
2018-04-19T00:00:00,PRCP,GHCND:US1CTFR0039,",,N,0755",0.21
2018-04-20T00:00:00,PRCP,GHCND:US1CTFR0039,",,N,0800",0.09
2018-05-03T00:00:00,PRCP,GHCND:US1CTFR0039,",,N,0800",0.0
2018-05-04T00:00:00,PRCP,GHCND:US1CTFR0039,",,N,0700",0.25
2018-05-05T00:00:00,PRCP,GHCND:US1CTFR0039,"T,,N,0800",0.0
2018-05-06T00:00:00,PRCP,GHCND:US1CTFR0039,",,N,0800",0.0
2018-05-07T00:00:00,PRCP,GHCND:US1CTFR0039,",,N,0800",0.0
2018-05-08T00:00:00,PRCP,GHCND:US1CTFR0039,",,N,0800",0.0
2018-05-09T00:00:00,PRCP,GHCND:US1CTFR0039,",,N,0800",0.0
2018-05-10T00:00:00,PRCP,GHCND:US1CTFR0039,",,N,0745",0.0
2018-05-11T00:00:00,PRCP,GHCND:US1CTFR0039,",,N,0800",0.09
2018-05-12T00:00:00,PRCP,GHCND:US1CTFR0039,",,N,0719",0.03
2018-05-13T00:00:00,PRCP,GHCND:US1CTFR0039,",,N,0800",0.12
2018-05-14T00:00:00,PRCP,GHCND:US1CTFR0039,",,N,0800",0.1
2018-05-15T00:00:00,PRCP,GHCND:US1CTFR0039,",,N,0800",0.01
2018-05-16T00:00:00,PRCP,GHCND:US1CTFR0039,",,N,0730",0.29
2018-05-17T00:00:00,PRCP,GHCND:US1CTFR0039,",,N,0820",0.69
2018-05-18T00:00:00,PRCP,GHCND:US1CTFR0039,",,N,0800",0.06
2018-05-19T00:00:00,PRCP,GHCND:US1CTFR0039,",,N,0800",0.12
2018-05-20T00:00:00,PRCP,GHCND:US1CTFR0039,",,N,0800",0.49
2018-05-21T00:00:00,PRCP,GHCND:US1CTFR0039,",,N,0800",0.09
2018-05-22T00:00:00,PRCP,GHCND:US1CTFR0039,",,N,0745",0.0
2018-05-23T00:00:00,PRCP,GHCND:US1CTFR0039,",,N,0800",0.28
2018-05-24T00:00:00,PRCP,GHCND:US1CTFR0039,"T,,N,0800",0.0
2018-05-25T00:00:00,PRCP,GHCND:US1CTFR0039,",,N,0800",0.0
2018-05-26T00:00:00,PRCP,GHCND:US1CTFR0039,",,N,0800",0.0
2018-05-27T00:00:00,PRCP,GHCND:US1CTFR0039,",,N,0802",0.13
2018-05-28T00:00:00,PRCP,GHCND:US1CTFR0039,",,N,0800",0.11
2018-05-29T00:00:00,PRCP,GHCND:US1CTFR0039,",,N,0800",0.0
2018-05-30T00:00:00,PRCP,GHCND:US1CTFR0039,",,N,0800",0.0
2018-05-31T00:00:00,PRCP,GHCND:US1CTFR0039,",,N,0800",0.0
2018-06-01T00:00:00,PRCP,GHCND:US1CTFR0039,",,N,0800",0.12
2018-06-02T00:00:00,PRCP,GHCND:US1CTFR0039,",,N,0800",0.01
2018-06-16T00:00:00,PRCP,GHCND:US1CTFR0039,",,N,0800",0.0
2018-06-17T00:00:00,PRCP,GHCND:US1CTFR0039,",,N,0800",0.0
2018-06-18T00:00:00,PRCP,GHCND:US1CTFR0039,",,N,0800",0.0
2018-06-19T00:00:00,PRCP,GHCND:US1CTFR0039,",,N,0800",0.05
2018-06-20T00:00:00,PRCP,GHCND:US1CTFR0039,",,N,0800",0.0
2018-06-21T00:00:00,PRCP,GHCND:US1CTFR0039,",,N,0800",0.38
2018-06-22T00:00:00,PRCP,GHCND:US1CTFR0039,",,N,0800",0.0
2018-06-23T00:00:00,PRCP,GHCND:US1CTFR0039,",,N,0800",0.04
2018-06-24T00:00:00,PRCP,GHCND:US1CTFR0039,"T,,N,0800",0.0
2018-06-25T00:00:00,PRCP,GHCND:US1CTFR0039,",,N,0800",0.66
2018-06-26T00:00:00,PRCP,GHCND:US1CTFR0039,",,N,0800",0.0
2018-06-27T00:00:00,PRCP,GHCND:US1CTFR0039,",,N,0800",0.0
2018-06-28T00:00:00,PRCP,GHCND:US1CTFR0039,",,N,0820",0.65
2018-06-29T00:00:00,PRCP,GHCND:US1CTFR0039,",,N,0800",1.73
2018-06-30T00:00:00,PRCP,GHCND:US1CTFR0039,",,N,0800",0.0
2018-07-01T00:00:00,PRCP,GHCND:US1CTFR0039,",,N,0800",0.0
2018-07-02T00:00:00,PRCP,GHCND:US1CTFR0039,",,N,0800",0.0
2018-07-03T00:00:00,PRCP,GHCND:US1CTFR0039,",,N,0800",0.0
2018-07-04T00:00:00,PRCP,GHCND:US1CTFR0039,",,N,0800",0.11
2018-07-05T00:00:00,PRCP,GHCND:US1CTFR0039,",,N,0800",0.0
2018-07-06T00:00:00,PRCP,GHCND:US1CTFR0039,",,N,0808",0.07
2018-07-07T00:00:00,PRCP,GHCND:US1CTFR0039,",,N,0800",0.13
2018-07-08T00:00:00,PRCP,GHCND:US1CTFR0039,",,N,0800",0.0
2018-07-09T00:00:00,PRCP,GHCND:US1CTFR0039,",,N,0800",0.0
2018-07-10T00:00:00,PRCP,GHCND:US1CTFR0039,",,N,0800",0.0
2018-07-11T00:00:00,PRCP,GHCND:US1CTFR0039,",,N,0800",0.0
2018-07-12T00:00:00,PRCP,GHCND:US1CTFR0039,",,N,0800",0.0
2018-07-13T00:00:00,PRCP,GHCND:US1CTFR0039,",,N,0800",0.0
2018-07-14T00:00:00,PRCP,GHCND:US1CTFR0039,",,N,0800",0.0
2018-07-15T00:00:00,PRCP,GHCND:US1CTFR0039,",,N,0731",0.49
2018-07-16T00:00:00,PRCP,GHCND:US1CTFR0039,"T,,N,0800",0.0
2018-07-17T00:00:00,PRCP,GHCND:US1CTFR0039,",,N,0800",0.0
2018-07-18T00:00:00,PRCP,GHCND:US1CTFR0039,",,N,0800",0.99
2018-07-19T00:00:00,PRCP,GHCND:US1CTFR0039,",,N,0800",0.0
2018-07-20T00:00:00,PRCP,GHCND:US1CTFR0039,",,N,0800",0.0
2018-07-21T00:00:00,PRCP,GHCND:US1CTFR0039,",,N,0800",0.0
2018-07-22T00:00:00,PRCP,GHCND:US1CTFR0039,",,N,0730",0.83
2018-07-23T00:00:00,PRCP,GHCND:US1CTFR0039,",,N,0830",0.31
2018-07-24T00:00:00,PRCP,GHCND:US1CTFR0039,"T,,N,0800",0.0
2018-07-25T00:00:00,PRCP,GHCND:US1CTFR0039,",,N,0800",0.02
2018-07-26T00:00:00,PRCP,GHCND:US1CTFR0039,",,N,0800",1.01
2018-07-27T00:00:00,PRCP,GHCND:US1CTFR0039,",,N,0800",0.0
2018-07-28T00:00:00,PRCP,GHCND:US1CTFR0039,",,N,0800",0.14
2018-07-29T00:00:00,PRCP,GHCND:US1CTFR0039,",,N,0800",0.05
2018-07-30T00:00:00,PRCP,GHCND:US1CTFR0039,"T,,N,0800",0.0
2018-07-31T00:00:00,PRCP,GHCND:US1CTFR0039,",,N,0800",0.0
2018-08-01T00:00:00,PRCP,GHCND:US1CTFR0039,",,N,0830",0.05
2018-08-02T00:00:00,PRCP,GHCND:US1CTFR0039,",,N,0800",0.46
2018-08-03T00:00:00,PRCP,GHCND:US1CTFR0039,",,N,0800",0.19
2018-08-04T00:00:00,PRCP,GHCND:US1CTFR0039,",,N,0815",0.04
2018-08-05T00:00:00,PRCP,GHCND:US1CTFR0039,",,N,0800",0.29
2018-08-06T00:00:00,PRCP,GHCND:US1CTFR0039,"T,,N,0800",0.0
2018-08-07T00:00:00,PRCP,GHCND:US1CTFR0039,",,N,0800",0.0
2018-08-08T00:00:00,PRCP,GHCND:US1CTFR0039,",,N,0800",1.11
2018-08-09T00:00:00,PRCP,GHCND:US1CTFR0039,",,N,0800",0.47
2018-08-10T00:00:00,PRCP,GHCND:US1CTFR0039,"T,,N,0800",0.0
2018-08-22T00:00:00,PRCP,GHCND:US1CTFR0039,",,N,0800",0.27
2018-08-23T00:00:00,PRCP,GHCND:US1CTFR0039,"T,,N,0800",0.0
2018-08-24T00:00:00,PRCP,GHCND:US1CTFR0039,",,N,0800",0.0
2018-08-25T00:00:00,PRCP,GHCND:US1CTFR0039,",,N,0800",0.0
2018-08-26T00:00:00,PRCP,GHCND:US1CTFR0039,",,N,0800",0.0
2018-08-27T00:00:00,PRCP,GHCND:US1CTFR0039,",,N,0800",0.0
2018-08-28T00:00:00,PRCP,GHCND:US1CTFR0039,",,N,0800",0.0
2018-08-29T00:00:00,PRCP,GHCND:US1CTFR0039,",,N,0800",0.0
2018-08-30T00:00:00,PRCP,GHCND:US1CTFR0039,",,N,0800",0.0
2018-08-31T00:00:00,PRCP,GHCND:US1CTFR0039,",,N,0800",0.0
2018-09-01T00:00:00,PRCP,GHCND:US1CTFR0039,",,N,0800",0.03
2018-09-02T00:00:00,PRCP,GHCND:US1CTFR0039,",,N,0800",0.0
2018-09-03T00:00:00,PRCP,GHCND:US1CTFR0039,",,N,0800",0.0
2018-09-04T00:00:00,PRCP,GHCND:US1CTFR0039,",,N,0800",0.0
2018-09-05T00:00:00,PRCP,GHCND:US1CTFR0039,",,N,0800",0.0
2018-09-06T00:00:00,PRCP,GHCND:US1CTFR0039,",,N,0800",0.0
2018-09-07T00:00:00,PRCP,GHCND:US1CTFR0039,",,N,0800",0.69
2018-09-08T00:00:00,PRCP,GHCND:US1CTFR0039,"T,,N,0800",0.0
2018-09-09T00:00:00,PRCP,GHCND:US1CTFR0039,",,N,0730",0.05
2018-09-10T00:00:00,PRCP,GHCND:US1CTFR0039,",,N,0800",0.64
2018-09-11T00:00:00,PRCP,GHCND:US1CTFR0039,",,N,0800",1.58
2018-09-12T00:00:00,PRCP,GHCND:US1CTFR0039,",,N,0730",0.1
2018-09-13T00:00:00,PRCP,GHCND:US1CTFR0039,",,N,0800",0.07
2018-09-14T00:00:00,PRCP,GHCND:US1CTFR0039,",,N,0800",0.01
2018-09-15T00:00:00,PRCP,GHCND:US1CTFR0039,",,N,0800",0.01
2018-09-16T00:00:00,PRCP,GHCND:US1CTFR0039,",,N,0800",0.0
2018-09-17T00:00:00,PRCP,GHCND:US1CTFR0039,",,N,0800",0.0
2018-09-18T00:00:00,PRCP,GHCND:US1CTFR0039,",,N,0800",0.04
2018-09-19T00:00:00,PRCP,GHCND:US1CTFR0039,",,N,0730",1.72
2018-09-20T00:00:00,PRCP,GHCND:US1CTFR0039,"T,,N,0800",0.0
2018-09-21T00:00:00,PRCP,GHCND:US1CTFR0039,",,N,0800",0.0
2018-09-22T00:00:00,PRCP,GHCND:US1CTFR0039,",,N,0800",0.0
2018-09-23T00:00:00,PRCP,GHCND:US1CTFR0039,",,N,0800",0.0
2018-09-24T00:00:00,PRCP,GHCND:US1CTFR0039,",,N,0800",0.0
2018-09-25T00:00:00,PRCP,GHCND:US1CTFR0039,",,N,0630",0.07
2018-09-26T00:00:00,PRCP,GHCND:US1CTFR0039,",,N,0800",3.6
2018-09-27T00:00:00,PRCP,GHCND:US1CTFR0039,",,N,0800",0.26
2018-09-28T00:00:00,PRCP,GHCND:US1CTFR0039,",,N,0730",0.78
2018-09-29T00:00:00,PRCP,GHCND:US1CTFR0039,",,N,0800",0.03
2018-09-30T00:00:00,PRCP,GHCND:US1CTFR0039,",,N,0800",0.0
2018-10-01T00:00:00,PRCP,GHCND:US1CTFR0039,",,N,0800",0.0
2018-10-02T00:00:00,PRCP,GHCND:US1CTFR0039,",,N,0800",0.0
2018-10-03T00:00:00,PRCP,GHCND:US1CTFR0039,",,N,0800",2.06
2018-10-04T00:00:00,PRCP,GHCND:US1CTFR0039,"T,,N,0800",0.0
2018-10-05T00:00:00,PRCP,GHCND:US1CTFR0039,",,N,0800",0.06
2018-10-06T00:00:00,PRCP,GHCND:US1CTFR0039,",,N,0800",0.0
2018-10-07T00:00:00,PRCP,GHCND:US1CTFR0039,",,N,0800",0.01
2018-10-08T00:00:00,PRCP,GHCND:US1CTFR0039,"T,,N,0800",0.0
2018-10-09T00:00:00,PRCP,GHCND:US1CTFR0039,",,N,0800",0.03
2018-10-10T00:00:00,PRCP,GHCND:US1CTFR0039,"T,,N,0800",0.0
2018-10-11T00:00:00,PRCP,GHCND:US1CTFR0039,",,N,0745",0.0
2018-10-12T00:00:00,PRCP,GHCND:US1CTFR0039,",,N,0800",1.28
2018-10-13T00:00:00,PRCP,GHCND:US1CTFR0039,",,N,0855",0.07
2018-10-14T00:00:00,PRCP,GHCND:US1CTFR0039,",,N,0800",0.04
2018-10-15T00:00:00,PRCP,GHCND:US1CTFR0039,",,N,0815",0.07
2018-10-16T00:00:00,PRCP,GHCND:US1CTFR0039,",,N,0800",0.08
2018-10-17T00:00:00,PRCP,GHCND:US1CTFR0039,",,N,0800",0.0
2018-10-18T00:00:00,PRCP,GHCND:US1CTFR0039,"T,,N,0800",0.0
2018-10-19T00:00:00,PRCP,GHCND:US1CTFR0039,",,N,0800",0.0
2018-10-20T00:00:00,PRCP,GHCND:US1CTFR0039,",,N,0800",0.05
2018-10-21T00:00:00,PRCP,GHCND:US1CTFR0039,"T,,N,0800",0.0
2018-10-22T00:00:00,PRCP,GHCND:US1CTFR0039,",,N,0800",0.0
2018-10-23T00:00:00,PRCP,GHCND:US1CTFR0039,",,N,0800",0.0
2018-10-24T00:00:00,PRCP,GHCND:US1CTFR0039,",,N,0800",0.0
2018-10-25T00:00:00,PRCP,GHCND:US1CTFR0039,",,N,0800",0.0
2018-10-26T00:00:00,PRCP,GHCND:US1CTFR0039,",,N,0800",0.0
2018-10-27T00:00:00,PRCP,GHCND:US1CTFR0039,",,N,0800",0.66
2018-10-28T00:00:00,PRCP,GHCND:US1CTFR0039,",,N,0800",0.34
2018-10-29T00:00:00,PRCP,GHCND:US1CTFR0039,",,N,0800",0.0
2018-10-30T00:00:00,PRCP,GHCND:US1CTFR0039,",,N,0800",0.0
2018-10-31T00:00:00,PRCP,GHCND:US1CTFR0039,",,N,0800",0.0
2018-11-01T00:00:00,PRCP,GHCND:US1CTFR0039,",,N,0800",0.0
2018-11-02T00:00:00,PRCP,GHCND:US1CTFR0039,"T,,N,0800",0.0
2018-11-03T00:00:00,PRCP,GHCND:US1CTFR0039,",,N,0800",0.45
2018-11-04T00:00:00,PRCP,GHCND:US1CTFR0039,",,N,0801",0.0
2018-11-05T00:00:00,PRCP,GHCND:US1CTFR0039,",,N,0735",0.0
2018-11-06T00:00:00,PRCP,GHCND:US1CTFR0039,",,N,0800",0.27
2018-11-07T00:00:00,PRCP,GHCND:US1CTFR0039,",,N,0800",0.61
2018-11-08T00:00:00,PRCP,GHCND:US1CTFR0039,",,N,0800",0.0
2018-11-09T00:00:00,PRCP,GHCND:US1CTFR0039,",,N,0800",0.0
2018-11-10T00:00:00,PRCP,GHCND:US1CTFR0039,",,N,0800",0.84
2018-11-11T00:00:00,PRCP,GHCND:US1CTFR0039,",,N,0800",0.0
2018-11-12T00:00:00,PRCP,GHCND:US1CTFR0039,",,N,0800",0.0
2018-11-13T00:00:00,PRCP,GHCND:US1CTFR0039,",,N,0800",0.89
2018-11-14T00:00:00,PRCP,GHCND:US1CTFR0039,",,N,0800",0.3
2018-11-15T00:00:00,PRCP,GHCND:US1CTFR0039,",,N,0800",0.0
2018-11-16T00:00:00,PRCP,GHCND:US1CTFR0039,",,N,0805",1.32
2018-11-17T00:00:00,PRCP,GHCND:US1CTFR0039,",,N,0800",0.0
2018-11-18T00:00:00,PRCP,GHCND:US1CTFR0039,",,N,0800",0.0
2018-11-19T00:00:00,PRCP,GHCND:US1CTFR0039,",,N,0800",0.0
2018-11-20T00:00:00,PRCP,GHCND:US1CTFR0039,",,N,0800",0.0
2018-11-21T00:00:00,PRCP,GHCND:US1CTFR0039,",,N,0800",0.0
2018-11-22T00:00:00,PRCP,GHCND:US1CTFR0039,",,N,0800",0.0
2018-11-23T00:00:00,PRCP,GHCND:US1CTFR0039,",,N,0800",0.0
2018-11-24T00:00:00,PRCP,GHCND:US1CTFR0039,",,N,0800",0.0
2018-11-25T00:00:00,PRCP,GHCND:US1CTFR0039,",,N,0728",1.02
2018-11-26T00:00:00,PRCP,GHCND:US1CTFR0039,",,N,0800",0.0
2018-11-27T00:00:00,PRCP,GHCND:US1CTFR0039,",,N,0800",0.93
2018-11-28T00:00:00,PRCP,GHCND:US1CTFR0039,",,N,0800",0.0
2018-11-29T00:00:00,PRCP,GHCND:US1CTFR0039,",,N,0800",0.0
2018-11-30T00:00:00,PRCP,GHCND:US1CTFR0039,",,N,0800",0.0
2018-12-01T00:00:00,PRCP,GHCND:US1CTFR0039,",,N,0800",0.03
2018-12-02T00:00:00,PRCP,GHCND:US1CTFR0039,",,N,0810",0.61
2018-12-03T00:00:00,PRCP,GHCND:US1CTFR0039,",,N,0800",0.28
2018-12-04T00:00:00,PRCP,GHCND:US1CTFR0039,",,N,0800",0.0
2018-12-05T00:00:00,PRCP,GHCND:US1CTFR0039,",,N,0800",0.0
2018-12-18T00:00:00,PRCP,GHCND:US1CTFR0039,",,N,0800",0.0
2018-12-19T00:00:00,PRCP,GHCND:US1CTFR0039,",,N,0800",0.0
2018-12-20T00:00:00,PRCP,GHCND:US1CTFR0039,",,N,0800",0.0
2018-12-21T00:00:00,PRCP,GHCND:US1CTFR0039,",,N,0800",0.91
2018-12-22T00:00:00,PRCP,GHCND:US1CTFR0039,",,N,0800",1.08
2018-12-23T00:00:00,PRCP,GHCND:US1CTFR0039,",,N,0800",0.0
2018-12-24T00:00:00,PRCP,GHCND:US1CTFR0039,",,N,0800",0.06
2018-12-25T00:00:00,PRCP,GHCND:US1CTFR0039,",,N,0800",0.0
2018-12-26T00:00:00,PRCP,GHCND:US1CTFR0039,",,N,0800",0.0
2018-12-27T00:00:00,PRCP,GHCND:US1CTFR0039,",,N,0800",0.0
2018-12-28T00:00:00,PRCP,GHCND:US1CTFR0039,",,N,0830",0.3
2018-12-29T00:00:00,PRCP,GHCND:US1CTFR0039,",,N,0800",0.71
2018-12-30T00:00:00,PRCP,GHCND:US1CTFR0039,",,N,0800",0.0
2018-12-31T00:00:00,PRCP,GHCND:US1CTFR0039,"T,,N,0800",0.0
